Trial values;Aciertos;Fallos;Recompensa minima;Recompensa maxima;Puntuación maxima;Tiempo de respuesta min;Tiempo de respuesta maximo;Tiempo total de la prueba;Distancia al jugador de los objetos.;Numero de piezas;Ratio de aparición de los objetos en el juego.;Ratio de recompensa de los objetos.;Tamaño de los objetos.
4974;31;11;0.018937181;0.168937181;1.053743622;144;974.3363226;31720.39247;0.530909053;41.92781157;0.8;0.335603848;0.771589491
4975;11;28;0.204244026;0.427577359;-8.497148434;126;623.2469175;21774.47269;0.445027589;39.29845974;0.6;0.660910692;0.251918822
4976;9;28;0.226019475;0.466019475;-9.934370022;78;553.6886652;49464.16499;0.286660605;37.27787494;0.1;0.649352808;0.523256457
4977;6;34;0.050909399;0.267576065;-8.142129831;75;669.9659453;54870.37522;0.545650728;39.54733186;0.1;0.450909399;0.656459399
4978;18;13;0.133040214;0.356373548;-0.228132262;124.2;1076.01443;24047.59134;0.334938666;30.73018679;0.9;0.589706881;0.259189437
4979;15;8;0.275431745;0.425431745;1.853022212;136.8;624.1731917;13312.77785;0.677162613;22.50216847;0.6;0.592098411;1.003218946
4980;11;37;0.001;0.140075171;-4.406867894;103.5;746.3612504;69068.60712;0.216498775;47.84492789;0.1;0.323408505;0.436216172
4981;8;13;0.096333704;0.319667038;-2.491668522;128.1;669.5806816;11832.51619;0.664356638;20.76639845;0.7;0.553000371;0.534350185
4982;10;15;0.001;0.163841327;-1.633413271;76.8;375.0231162;12279.58182;0.435149147;25.1896559;0.4;0.39717466;0.569038598
4983;23;21;0.135139668;0.358473002;-1.85138733;134.4;878.7501982;29813.42272;0.651053808;44.30937231;0.8;0.591806335;0.562284527
4984;20;2;0.02962346;0.246290126;2.266555605;201;952.1999337;16540.05245;0.32680592;21.7785334;1;0.42962346;0.600377807
4985;10;44;0.113399761;0.336733094;-12.56559186;49.5;190.1883295;24642.32321;0.372995055;54.05888369;0.3;0.570066427;0.334164115
4986;10;38;0.001;0.197373649;-6.508330407;69.6;434.6266832;24639.11846;0.443634194;48.46477883;0.4;0.430706982;0.339939454
4987;9;21;0.158307361;0.381640695;-5.584688337;64.8;268.1123782;12674.47676;0.531449637;29.92489864;0.4;0.614974028;0.554128698
4988;21;19;0.12340532;0.346738653;-1.651522693;148.8;890.340521;27628.78956;0.499935591;40.44540218;0.8;0.580071987;0.437205219
4989;4;29;0.143647109;0.366980442;-9.621177715;115.5;537.3896744;43800.49527;0.397247705;32.8399708;0.1;0.600313775;0.454857684
4990;6;7;0.056635742;0.279969076;-0.949969076;153.9;946.0255798;9162.298244;0.535248923;13.18372012;0.9;0.513302409;0.227539894
4991;18;29;0.194627818;0.417961151;-6.607572664;123.9;662.398921;26323.50768;0.501610418;47.21759327;0.7;0.651294485;0.337487043
4992;0;33;0.001;0.131531759;-4.340548047;67.5;391.999763;14086.93247;0.971863888;32.52593191;0.5;0.398198426;0.28375044
4993;23;16;0.027737111;0.251070445;-0.810840221;189;1077.406524;31326.7389;0.457261815;38.6549364;0.9;0.484403778;0.407810514
4994;27;18;0.028385404;0.251718738;-0.749531362;122.4;557.7896293;22223.19758;0.449052776;44.91784734;0.8;0.485052071;0.499682
4995;5;15;0.035494032;0.258827365;-3.146606983;111.6;692.0006173;11691.99206;0.715303622;19.92681303;0.6;0.492160698;0.488193769
4996;23;15;0.353123918;0.503123918;2.299991346;85.5;473.3544227;19296.44856;0.377336369;38.30729033;0.5;0.669790585;0.722598064
4997;14;8;0.257884301;0.481217634;1.323972471;159;1110.799798;17736.68118;0.521375649;22.14533751;1;0.714550967;0.398615869
4998;14;12;0.354430429;0.504430429;-0.041139141;97.5;477.7241612;13195.5721;0.457624829;25.6025786;0.5;0.671097096;0.749219445
4999;4;41;0.257999266;0.481332599;-18.25597284;62.4;345.9883395;20613.7;0.680924026;45.18259275;0.4;0.714665933;0.417143013
5000;26;9;0.047796307;0.271129641;1.705870556;195;448.6371698;15353.19195;0.425110753;35.18720676;1;0.504462974;0.468781735
5001;29;12;0.061229448;0.211229448;1.415900621;160.8;92.62072864;9777.91674;0.548203249;40.5048133;0.8;0.377896115;0.740565989
5002;9;34;0.12679983;0.350133163;-9.758329081;85.5;453.4383621;20539.7872;0.547219018;42.88578381;0.5;0.583466497;0.337233769
5003;20;12;0.049386616;0.272719949;-0.05157374;186.3;1013.074098;24602.06762;0.441134085;31.78302134;0.9;0.506053283;0.430968873
5004;14;15;0.008967986;0.225634653;-1.74230132;96;488.2661642;14970.69085;0.466933673;29.39782843;0.5;0.408967986;0.61694536
5005;5;14;0.001;0.023883643;-0.272161895;144.9;656.1829948;10668.91896;0.777242801;19.42712548;0.7;0.29055031;0.413541727
5006;15;14;0.012756558;0.236089891;-1.438910109;112.8;988.8455299;21102.37156;0.341795989;28.56420805;0.8;0.469423224;0.272860291
5007;19;32;0.402424084;0.625757418;-10.2565131;100.8;603.1210689;27591.80617;0.489957492;51.26739825;0.6;0.859090751;0.401856422
5008;0;23;0.095654463;0.35232113;-8.103385981;93;592.6440438;12497.41174;0.91086963;23.0625262;0.5;0.618987796;0.437620167
5009;6;23;0.17545763;0.398790964;-7.449446381;56.7;141.4034742;12496.40269;0.555802074;28.73215412;0.3;0.632124297;0.555013122
5010;17;9;0.182324415;0.405657749;1.346928656;130.2;672.5905669;15230.58197;0.368185071;26.26676248;0.7;0.638991082;0.590799108
5011;13;21;0.001;0.049508194;-0.711368807;61.2;342.5141389;15729.3769;0.366562083;33.79552423;0.4;0.282841527;0.496492571
5012;25;13;0.001;0.001;0.012;170.4;894.7338246;27050.99671;0.456900173;38.10328671;0.8;0.105103408;0.582686101
5013;0;24;0.025794252;0.282460918;-6.779062043;90;237.2893249;28162.81869;0.757391931;24.23534679;0.1;0.549127585;0.517816469
5014;20;20;0.001;0.1337261;-1.327261001;130.2;85.7892475;9766.284557;0.579769438;39.81408542;0.7;0.367059433;0.594692758
5015;20;10;0.001;0.052314686;0.01;167.4;862.6366582;20410.05631;0.51388702;30.49933316;0.9;0.285648019;0.516746639
5016;10;8;0.243690097;0.477023431;-0.212619805;79.2;429.4863909;9366.98173;0.270997456;17.56218489;0.4;0.610356764;0.654680801
5017;18;27;0.001;0.21758875;-3.907597506;136.5;430.3694699;19703.2242;0.396413564;44.87213371;0.7;0.450922084;0.267411232
5018;22;7;0.051678202;0.275011535;1.668506359;183;993.5601693;21989.96326;0.5393683;29.02100344;1;0.508344868;0.58159823
5019;23;0;0.145960998;0.312627664;5.273769614;137.7;805.7153259;15122.27711;0.120807192;22.59730617;0.9;0.429294331;0.645503547
5020;12;28;0.045652214;0.268985548;-5.643768763;81;260.561393;15099.02678;0.567163531;40.23528416;0.5;0.502318881;0.49219134
5021;7;50;0.149027474;0.372360807;-16.79318139;33.6;666.4229626;48999.21176;0.602827193;57.01319447;0.2;0.605694141;0.584713982
5022;3;24;0.001654595;0.224987928;-5.059746491;28.8;541.6376691;21592.9173;0.573366743;27.40802928;0.2;0.458321261;0.542588558
5023;4;24;0.050710195;0.274043528;-5.927537233;42.6;436.84066;20833.54877;0.436416599;27.86555839;0.2;0.507376862;0.430392823
5024;13;11;0.001;0.086139349;-0.381127069;134.4;788.5679681;15525.72933;0.488954231;24.32115534;0.7;0.319472682;0.539803752
5025;12;13;0.092909177;0.309575844;-1.609575844;78;157.6737892;8070.696872;0.509294574;25.26031912;0.5;0.492909177;0.665205732
5026;20;31;0.357286485;0.573953152;-8.480151336;35.4;531.4552712;40954.78948;0.335227877;50.59048378;0.2;0.757286485;0.678942823
5027;21;9;0.161757718;0.385091051;2.276092617;174;1047.92182;23427.03721;0.53121725;29.86865131;1;0.618424385;0.497873771
5028;9;8;0.001;0.125964788;-0.436376758;91.8;544.2353051;8645.475636;0.500316918;16.62897494;0.6;0.309298121;0.626425815
5029;5;31;0.144054053;0.384054053;-10.58540537;88.5;500.8732082;46658.65826;0.273053575;35.81433226;0.1;0.567387386;0.351354088
5030;10;25;0.001;0.001;-0.015;78;364.4141623;16919.0725;0.449859447;35.43122781;0.4;0.231098981;0.456768823
5031;13;33;0.20787177;0.431205104;-10.07576874;93;306.9525543;18689.70582;0.613759244;46.01787085;0.5;0.664538437;0.509332901
5032;15;7;0.170708127;0.394041461;1.477331685;213;991.0866405;16701.71098;0.440231083;21.57595484;1;0.627374794;0.416379057
5033;9;21;0.001;0.190461517;-3.138115033;90;607.1349501;16020.85136;0.723231572;30.13530172;0.6;0.42379485;0.52460939
5034;34;9;0.244369639;0.461036306;7.842574316;174;107.6193781;9811.140869;0.589769498;43.34241882;1;0.644369639;0.675783895
5035;29;12;0.062411588;0.285744921;1.619330329;136.8;842.5241323;27574.69897;0.320530213;41.10931426;0.8;0.519078255;0.493969664
5036;10;24;0.19049882;0.413832154;-6.910316816;75.6;384.3565314;16784.10985;0.540622084;34.46681262;0.4;0.647165487;0.528658407
5037;11;14;0.111603494;0.334936827;-2.233143816;69.6;339.0448569;11789.36099;0.403252232;25.39637442;0.4;0.568270161;0.593380961
5038;4;22;0.001;0.139522885;-2.788457698;85.5;394.6560218;32623.10683;0.327559064;26.24360054;0.1;0.372856218;0.431498574
5039;24;28;0.001;0.185366379;-2.953862068;84.6;573.126848;27059.63662;0.442709111;51.56806816;0.6;0.418699713;0.491373587
5040;7;20;0.049481153;0.30614782;-4.878254992;102.6;566.9530436;13834.87861;0.791461158;26.55308165;0.6;0.572814487;0.57005865
5041;13;20;0.052493603;0.26916027;-3.292455222;79.5;175.5451994;10815.7529;0.595651669;32.51554333;0.5;0.452493603;0.635406412
5042;13;5;0.406439528;0.579772861;3.51151622;105;637.0462368;10115.09331;0.12302538;18.4824643;0.7;0.746439528;0.38856318
5043;33;7;0.180206021;0.403539355;6.807023219;228;685.5656709;23771.48453;0.361776039;39.8891272;1;0.636872688;0.511287534
5044;22;30;0.001;0.001;-0.008;126;599.5402673;28755.59597;0.701271297;52.3674797;0.6;0.16500811;0.689304107
5045;18;12;0.235507453;0.45217412;0.763044721;117.6;532.5058073;14891.36657;0.493354427;30.18456974;0.7;0.635507453;0.644460309
5046;20;9;0.068925186;0.292258519;0.981510381;195;1120.414097;24042.84777;0.566426605;28.50808125;1;0.525591853;0.561696445
5047;8;31;0.479258697;0.70259203;-17.05295003;36.6;638.5830307;33455.39725;0.322537075;39.40397025;0.2;0.935925363;0.422246644
5048;18;12;0.426036559;0.642703226;1.906219353;128.1;642.2182703;16910.07031;0.499587055;30.196741;0.7;0.826036559;0.622371721
5049;24;23;0.097284385;0.337284385;-2.542715615;165.6;861.6220857;31947.7137;0.288968539;47.34918741;0.8;0.520617718;0.200642068
5050;2;12;0.001;0.174277703;-1.916054728;108;543.2393498;7056.676079;0.730802294;14.39994476;0.6;0.407611036;0.317330587
5051;32;24;0.018107621;0.241440955;-1.641805697;194.4;646.2088085;31229.49903;0.590035108;55.76631441;0.9;0.474774288;0.487506777
5052;11;13;0.180057913;0.396724579;-1.985115825;106.5;575.7086026;13527.49169;0.50734174;23.77200815;0.5;0.580057913;0.652800679
5053;9;21;0.34596843;0.569301763;-7.836621156;88.5;347.4561404;12839.35867;0.339131979;30.24257956;0.5;0.802635096;0.239026726
5054;3;38;0.001;0.065019998;-2.371729917;37.2;595.8073084;33595.62309;0.626538624;40.83015106;0.2;0.298353331;0.512733357
5055;9;40;0.001;0.05193353;-1.839140325;90;215.5845633;19907.85102;0.552619398;49.28098635;0.4;0.285266864;0.398770747
5056;20;20;0.001;0.148713787;-1.47713787;81.6;406.0475053;20593.95059;0.270480067;40.44592687;0.4;0.33204712;0.568028294
5057;15;16;0.001;0.231134133;-1.957140126;105;440.5913266;15212.5638;0.262483287;31.02707249;0.5;0.414467466;0.459027196
5058;11;23;0.111193485;0.334526818;-5.24265515;93.6;451.2118528;15307.77132;0.675506782;33.63440112;0.6;0.567860151;0.529752933
5059;0;46;0.160472138;0.383805471;-17.65505166;78;471.2745221;58629.00101;0.501907298;45.995687;0.1;0.617138804;0.33669018
5060;24;12;0.076100326;0.226100326;0.913203907;108;831.6798705;23422.08792;0.617534448;35.73128512;0.8;0.392766992;0.751881126
5061;2;36;0.260733453;0.484066787;-16.68160408;40.2;675.9004285;32523.03651;0.407648127;37.52444652;0.2;0.71740012;0.294899674
5062;11;34;0.001;0.08457243;-2.404814254;88.5;636.1839739;61974.22175;0.53520625;44.96444187;0.1;0.251239097;0.776075731
5063;9;19;0.03202452;0.298691187;-4.18691187;147;1180.085525;22474.31683;0.679038332;27.99048275;1;0.565357854;0.126393006
5064;32;17;0.097756481;0.314423148;1.249680551;112.8;653.54924;26908.53918;0.511582931;49.20372669;0.8;0.497756481;0.61602877
5065;16;17;0.001;0.215249102;-1.929241914;81;479.5808382;16518.79458;0.460619186;32.68424537;0.5;0.398582435;0.6272483
5066;0;32;0.001;0.216409169;-6.925093394;73.2;386.2896825;15425.65656;0.68330283;32.29528656;0.4;0.449742502;0.252739612
5067;26;12;0.293132366;0.533132366;4.343853128;136.8;638.1292489;20899.84265;0.261327669;37.79765489;0.8;0.7164657;0.423710642
5068;20;15;0.195169344;0.368502677;0.109180052;68.4;496.2757811;19758.09876;0.169416663;35.49993257;0.4;0.535169344;0.539727372
5069;9;39;0.294794261;0.518127595;-16.54882784;102;667.6509177;66935.02;0.362681036;47.87294069;0.1;0.751460928;0.530609949
5070;26;16;0.233534566;0.456867899;1.665345659;109.2;647.3255518;23556.94731;0.368712732;42.44073875;0.7;0.690201233;0.521786116
5071;5;30;0.001;0.151258034;-4.157095936;31.8;621.7649042;29343.40007;0.605538086;35.09047236;0.2;0.384591367;0.587884828
5072;23;0;0.17785829;0.344524956;6.007407325;171;1010.538004;18143.8475;0.177850387;23.3913869;1;0.461191623;0.667254273
5073;2;30;0.077474898;0.300808232;-8.645963818;54.9;251.5690896;15724.36594;0.519805196;32.33154969;0.3;0.534141565;0.298371262
5074;0;37;0.060311166;0.283644499;-10.49484646;87;678.8003434;51259.48443;0.698712575;37.09217808;0.1;0.516977832;0.45434238
5075;1;42;0.269931027;0.493264361;-20.33550546;38.4;564.7910056;34611.43393;0.479000631;43.15789688;0.2;0.726597694;0.321533889
5076;12;22;0.001;0.089874539;-1.431992621;72;415.3270744;17321.28011;0.420061527;34.25971695;0.4;0.323207872;0.518008992
5077;3;37;0.08408703;0.307420363;-10.78729235;82.5;521.714023;52438.29993;0.582589139;40.20168921;0.1;0.540753697;0.571597918
5078;5;28;0.084175533;0.307508867;-7.631037263;34.8;701.5699705;29138.5918;0.548240806;33.16091211;0.2;0.5408422;0.566105505
5079;29;18;0.049537255;0.272870588;-0.236756861;172.8;513.6813091;22322.89832;0.621975627;46.84907535;0.9;0.506203922;0.576043194
5080;0;43;0.001;0.001;-0.043;59.4;263.5099772;21377.37402;0.960051628;43.30442854;0.3;0.128198984;0.45785026
5081;23;11;0.001;0.128432649;0.075716324;182.4;773.9476412;22032.94873;0.43931263;34.27279492;0.8;0.361765982;0.56962993
5082;15;31;0.084315472;0.257648806;-5.422380891;85.5;652.669068;63585.12138;0.14384151;45.60791582;0.1;0.424315472;0.49345325
5083;20;26;0.026571938;0.249905272;-3.732764963;81;317.5427584;18974.04524;0.326931612;46.48602451;0.5;0.483238605;0.442763009
5084;2;23;0.001;0.10123318;-2.226129951;87;501.9319816;32078.19404;0.463906066;24.62151128;0.1;0.334566513;0.475113183
5085;18;10;0.136876291;0.353542958;0.878343661;164.7;583.2321433;14343.76232;0.662451208;27.71320493;0.9;0.536876291;0.667987184
5086;2;23;0.001;0.173866204;-3.824056495;34.8;715.9984156;21969.78316;0.45494024;24.83596672;0.2;0.407199538;0.357210876
5087;2;17;0.18724691;0.410580243;-6.382036983;52.2;278.6154251;9398.888289;0.596134018;18.61427368;0.3;0.643913577;0.477007561
5088;22;14;0.001;0.139489278;-0.407467835;79.5;530.6328951;19393.28945;0.403302473;36.28865937;0.5;0.306155945;0.742252363
5089;8;30;0.155010396;0.378343729;-9.216895375;100.5;493.9539593;19183.30027;0.70480426;37.67710541;0.5;0.611677063;0.483838971
5090;30;27;0.001;0.15128131;-1.800375715;171;830.3288009;36405.67655;0.818006005;56.51822716;1;0.417947976;0.557268604
5091;12;24;0.256342028;0.479675362;-7.096104339;136.8;428.6035123;16464.68904;0.450490333;35.59080328;0.6;0.713008695;0.34031639
5092;28;18;0.001;0.187776253;-0.737105014;136.8;-115.0446428;5173.063118;0.579204547;45.96532922;0.8;0.371109587;0.627930334
5093;21;15;0.210681707;0.434015041;0.259090244;186.3;948.2390426;26213.68391;0.425664037;35.88755537;0.9;0.667348374;0.343626307
5094;5;19;0.055901414;0.272568081;-4.3576198;75;634.6790867;32543.68225;0.481136472;23.69648378;0.1;0.455901414;0.680662466
5095;28;16;0.313719743;0.553719743;3.284636919;146.4;720.8082166;26322.94317;0.273385183;43.51114918;0.8;0.737053077;0.38163081
5096;8;36;0.097170032;0.320503365;-9.86742755;104.4;525.372674;21594.72328;0.584566198;44.16307069;0.6;0.553836698;0.22607444
5097;28;24;0.105228933;0.328562266;-1.812417602;194.4;805.3531815;33617.53928;0.353380342;51.82002387;0.9;0.5618956;0.202456203
5098;34;14;0.001;0.220872296;0.679616887;148.5;640.3928005;26091.4462;0.405737835;47.87932127;0.9;0.454205629;0.488584886
5099;22;27;0.161608646;0.378275313;-4.274709897;108;489.4955419;23735.07304;0.616753891;48.99671716;0.6;0.561608646;0.644305412
5100;21;10;0.077940973;0.301274306;0.969017368;129.6;697.8839251;18078.29684;0.376929646;31.17304559;0.8;0.534607639;0.513875434
5101;5;25;0.001;0.069795849;-1.567906604;95.4;640.1886475;16378.65158;0.721412691;30.16907378;0.6;0.303129182;0.352856985
5102;12;21;0.031049908;0.247716575;-3.529449171;68.4;433.2422395;17123.98855;0.508010328;33.36267294;0.4;0.431049908;0.6248085
5103;14;17;0.001;0.148069491;-1.473694909;72;399.7006991;14035.15695;0.303613148;31.00359947;0.5;0.381402824;0.421612817
5104;25;20;0.001;0.05737801;-0.417835071;180.9;917.7064981;31806.63092;0.598011437;45.10430468;0.9;0.290711343;0.482598868
5105;11;17;0.001;0.22264692;-2.554939581;132;808.0660216;17528.2759;0.808404363;28.08288654;0.8;0.489313587;0.536735751
5106;2;38;0.001;0.039007339;-1.442271538;69.6;426.7669334;19934.58174;0.752384954;39.69964537;0.4;0.305674006;0.432918333
5107;5;20;0.001;0.196140371;-3.429956486;61.2;140.9736208;10899.42022;0.522677229;25.01307434;0.3;0.429473704;0.497727533
5108;26;17;0.001;0.104542839;-0.405171357;153.3;646.0535116;24742.88561;0.518869844;43.08238341;0.7;0.287876173;0.67390274
5109;9;22;0.001;0.144513737;-2.524490405;53.1;235.734227;15033.06591;0.325091595;31.12370065;0.3;0.377847071;0.415654155
5110;0;27;0.001;0.210061628;-5.671663955;33.6;612.3715689;22242.42272;0.736454152;27.04361308;0.2;0.443394961;0.388331228
5111;30;7;0.333265758;0.549932425;9.398445776;171;915.8689338;26345.42272;0.538138239;37.01588945;1;0.733265758;0.672575597
5112;20;27;0.039303261;0.295969927;-4.638456159;168;1059.778703;35568.30887;0.788040071;46.54062594;1;0.562636594;0.391300417
5113;12;11;0.100821937;0.32415527;-1.01584473;102.6;632.2429682;12998.7511;0.307891423;22.89091505;0.6;0.557488604;0.411390595
5114;14;28;0.228696401;0.468696401;-8.241749617;81.6;203.8891399;16582.90595;0.296288775;41.72299208;0.4;0.652029735;0.371557588
5115;28;13;0.001;0.193864798;0.207864798;183;1144.251155;34427.64297;0.496833669;41.10815257;1;0.427198131;0.441639304
5116;9;7;0.001;0.08605922;-0.21064805;102;570.6527745;9022.164996;0.275300222;15.79804214;0.5;0.269392553;0.581004272
5117;0;35;0.001;0.220775026;-7.727125905;91.5;561.2893224;46495.51802;0.234314586;35.07170488;0.1;0.437441693;0.079561004
5118;17;15;0.001;0.087595368;-0.560869892;106.2;253.0073133;11262.2855;0.284719528;31.7596377;0.6;0.270928701;0.435824048
5119;12;15;0.259616888;0.482950221;-2.788850663;172.8;494.3652497;12761.14987;0.559264907;27.00600898;0.8;0.716283554;0.375312882
5120;7;3;0.182118991;0.405452324;0.84014263;143.1;646.2320975;5464.437421;0.386331924;10.14859214;0.9;0.638785658;0.496024795
5121;22;10;0.001;0.001;0.012;109.8;591.2335291;17771.88776;0.165202135;32.11313454;0.6;0.154847914;0.532643267
5122;28;6;0.339452592;0.489452592;8.667957018;180.9;428.0268872;14687.02777;0.506272368;33.51227926;0.9;0.656119258;0.763236881
5123;22;19;0.205589172;0.445589172;-1.303232483;113.4;490.3224707;20069.03625;0.292205476;40.68557282;0.6;0.628922506;0.434711135
5124;18;11;0.028622465;0.251955798;-0.246309414;177;1048.481977;22428.10646;0.450824957;28.57083343;1;0.485289131;0.312137389
5125;29;0;0.001;0.118001496;1.725521689;180.9;595.1322345;15664.24174;0.243297105;28.5523874;0.9;0.234668162;0.763544555
5126;19;26;0.082543993;0.305877326;-4.262807949;117.6;531.8485949;21901.21709;0.614487375;44.91552304;0.7;0.539210659;0.505507057
5127;7;24;0.001;0.196562551;-4.02603229;54;327.3842247;16344.55532;0.654430304;30.63836593;0.3;0.379895884;0.652859787
5128;27;23;0.271753221;0.495086555;-1.034653782;159.3;985.0305736;36707.39701;0.648180311;49.74612284;0.9;0.728419888;0.520495643
5129;4;21;0.001;0.138279127;-2.62530341;72;545.966597;12992.76554;0.670566101;25.22799888;0.5;0.37161246;0.399789647
5130;43;3;0.034265253;0.25093192;5.378943459;150;632.5643072;24900.90465;0.389181496;46.30642429;1;0.434265253;0.693793068
5131;16;13;0.037668716;0.261002049;-1.003660518;210;770.7412791;18123.59342;0.469408433;29.49362314;1;0.494335383;0.239772798
5132;17;10;0.177069338;0.343736004;0.989485363;76.8;349.5782841;12939.59969;0.240011597;26.67647601;0.4;0.460402671;0.744162725
5133;15;35;0.531879376;0.771879376;-17.23758751;33.6;594.9677925;41692.14839;0.268138737;49.90117794;0.2;0.955212709;0.50267348
5134;14;11;0.312564646;0.462564646;0.337693939;81;524.6220445;13354.48418;0.454577288;25.32285026;0.5;0.629231313;0.753778286
5135;12;16;7.41394E-05;0.240074139;-2.400296557;106.5;358.5896331;12328.79361;0.260896612;27.51652148;0.5;0.423407473;0.388832092
5136;7;26;0.001;0.037030507;-0.829686415;104.4;696.0927024;19263.58983;0.787844032;33.44561478;0.6;0.303697174;0.487740688
5137;5;44;0.001;0.001;-0.039;34.2;640.5813361;41266.30851;0.626071201;48.72745488;0.2;0.192796781;0.580940417
5138;5;35;0.001;0.001;-0.03;60;388.7308924;19052.23212;0.663997567;39.54862987;0.4;0.225910316;0.457130332
5139;3;40;0.102811893;0.326145226;-12.40237336;58.5;296.9269972;22037.87275;0.508076723;42.94667155;0.3;0.559478559;0.321747057
5140;10;20;0.001;0.040019337;-0.595290055;36.6;558.989207;24331.17942;0.396900835;29.5253096;0.2;0.22335267;0.681815487
5141;8;52;0.001;0.001;-0.044;54;334.0723064;31790.26297;0.610827767;59.66886442;0.3;0.172299238;0.491423633
5142;18;14;0.001;0.165580771;-0.818903855;121.8;725.2447275;19326.93463;0.502442943;31.6826185;0.7;0.398914104;0.599107043
5143;14;19;0.040936861;0.264270195;-2.884684307;97.2;657.3409139;18896.12224;0.474796444;33.20394336;0.6;0.497603528;0.464024822
5144;6;22;0.001;0.194461174;-3.691762306;84;416.8506497;35255.72625;0.341854301;28.01937916;0.1;0.427794507;0.525430342
5145;30;6;0.001;0.189150681;1.71735613;186;695.1814002;21051.63266;0.412391368;35.59937203;1;0.422484014;0.574512797
5146;9;17;0.350824482;0.574157815;-5.598262521;93;504.2366478;13361.21796;0.627387019;25.88175153;0.5;0.807491148;0.59814336
5147;15;15;0.009403956;0.232737289;-1.675;99;615.6500138;16606.77805;0.463878446;29.9553544;0.6;0.466070622;0.570856888
5148;17;42;0.281182384;0.504515717;-14.51122626;38.4;668.9040696;51857.59618;0.361852536;59.36988997;0.2;0.73784905;0.564379837
5149;0;25;0.001;0.179212961;-4.480324013;88.5;224.8832162;28851.74597;0.609526617;24.93445577;0.1;0.412546294;0.485360355
5150;36;0;0.309392275;0.476058942;14.13812191;162;1103.300379;30298.38975;0.139814231;35.78731225;1;0.592725609;0.620376732
5151;11;27;0.001;0.131277023;-2.816955987;44.1;251.5716097;18608.48658;0.373590213;38.18912261;0.3;0.364610356;0.488043207
5152;14;17;0.001;0.001;-0.003;126.9;805.7611454;18952.67162;0.839341895;30.57522176;0.9;0.149128071;0.588789126
5153;19;9;0.137118368;0.320451701;1.462850347;160.8;617.4467201;15330.44947;0.750856334;28.02575543;0.8;0.520451701;0.907061613
5154;23;16;0.016795491;0.240128825;-0.887431562;219;1077.025093;31394.55327;0.661454878;39.07091817;1;0.473462158;0.494329091
5155;6;29;0.257927368;0.481260702;-11.73899614;32.4;503.2716737;27331.74335;0.406500123;35.22811061;0.2;0.714594035;0.453967159
5156;30;22;0.139110321;0.362443655;-0.450450763;162;819.7812767;32920.64675;0.580988313;51.70653765;1;0.595776988;0.383982536
5157;0;43;0.001;0.110623696;-4.756818927;54.9;268.8144799;21185.14983;1.048869925;42.67586553;0.3;0.377290363;0.480612604
5158;7;35;0.001;0.220336398;-6.937096544;36.6;-357.1986972;14156.78244;0.531858804;42.49347789;0.2;0.453669732;0.559228193
5159;20;14;0.001;0.06730942;-0.259237678;151.2;947.3096579;24763.97736;0.578372675;34.00191225;0.8;0.300642753;0.592844885
5160;10;34;0.391371436;0.56470477;-14.41958114;32.4;599.5357511;36479.94682;0.181485002;43.76928122;0.2;0.731371436;0.290822998
5161;11;21;0.110139837;0.326806504;-4.459731702;66;329.8590537;14686.37135;0.564479701;32.10448116;0.4;0.510139837;0.651797752
5162;34;13;0.042224969;0.265558303;1.780057693;201;866.9375865;32251.42977;0.401216428;46.66361743;1;0.498891636;0.425319981
5163;10;16;0.001;0.186161274;-2.04277401;79.5;499.1128292;13204.51076;0.551052383;25.98888974;0.5;0.419494607;0.572354396
5164;16;30;0.001;0.199832681;-4.388318985;121.8;886.2908184;31253.3826;0.694888246;46.45026497;0.7;0.433166014;0.473149327
5165;24;3;0.001;0.104636946;0.953732511;183;916.0518966;19550.05526;0.360617633;27.33298968;1;0.337970279;0.591976528
5166;2;31;0.001;0.121032136;-3.629964069;55.8;288.9729172;16837.22725;0.511083724;33.28728265;0.3;0.354365469;0.276688742
5167;20;16;0.001;0.137297923;-0.81378754;127.8;460.915423;17274.15144;0.400825061;35.83371164;0.6;0.370631257;0.564629535
5168;7;12;0.170939083;0.394272416;-2.753028748;120;529.4664973;10196.81992;0.444632717;18.55302504;0.5;0.62760575;0.480504171
5169;10;28;0.001;0.182412542;-4.190488473;43.8;547.0506273;30809.00367;0.455949494;37.95135693;0.2;0.365745876;0.642081074
5170;19;19;0.039794872;0.256461539;-2.058333333;68.4;391.3257783;18973.15739;0.367100954;38.14559554;0.4;0.439794872;0.660001487
5171;14;32;0.065337325;0.288670658;-6.759405179;63.6;440.0281129;23585.76988;0.3736822;45.55237633;0.4;0.522003991;0.408008203
5172;11;29;0.226668102;0.376668102;-7.605025835;54.9;210.3068254;18909.77892;0.730061631;40.26645909;0.3;0.543334769;0.827689307
5173;18;9;0.274962595;0.498295928;2.474663353;153;1363.336568;25767.01656;0.611710384;27.10915612;1;0.731629261;0.54045038
5174;11;25;0.30633761;0.529670944;-8.643726546;93;519.8401803;18857.12557;0.597068674;36.4512354;0.5;0.763004277;0.526269406
5175;30;18;0.035312349;0.285312349;-0.326251813;204;929.2394247;34459.92707;0.759559623;48.48533037;1;0.501979016;0.628203814
5176;19;41;0.305050368;0.528383701;-13.74610809;117.6;614.1385366;31532.71373;0.637510942;59.59099027;0.7;0.761717034;0.394578395
5177;9;13;0.206277269;0.429610602;-2.723442409;90;290.7678815;8725.001979;0.404937361;21.75595708;0.5;0.662943936;0.457363892
